subject,experiment,wrote_notes,enc_modality,ret_modality,plis,pli_recency
MTK0514,1,0,v,v,0.14285714285714285,0.0
MTK0514,1,0,v,a,0.125,0.0
MTK0514,1,0,a,v,0.14285714285714285,1.0
MTK0514,1,0,a,a,0.0,
MTK0515,1,0,v,v,0.0,
MTK0515,1,0,v,a,0.125,0.0
MTK0515,1,0,a,v,0.0,
MTK0515,1,0,a,a,0.0,
MTK0517,1,0,v,v,0.0,
MTK0517,1,0,v,a,0.125,0.0
MTK0517,1,0,a,v,0.0,
MTK0517,1,0,a,a,0.0,
MTK0518,1,0,v,v,0.0,
MTK0518,1,0,v,a,0.25,1.0
MTK0518,1,0,a,v,0.0,
MTK0518,1,0,a,a,0.0,
MTK0519,1,0,v,v,0.5714285714285714,0.26666666666666666
MTK0519,1,0,v,a,0.14285714285714285,0.0
MTK0519,1,0,a,v,0.25,0.0
MTK0519,1,0,a,a,0.2857142857142857,0.5
MTK0521,1,0,v,v,0.0,
MTK0521,1,0,v,a,0.0,
MTK0521,1,0,a,v,0.0,
MTK0521,1,0,a,a,0.14285714285714285,1.0
MTK0524,1,0,v,v,0.0,
MTK0524,1,0,v,a,0.0,
MTK0524,1,0,a,v,0.0,
MTK0524,1,0,a,a,0.0,
MTK0525,1,0,v,v,0.0,
MTK0525,1,0,v,a,0.3333333333333333,0.0
MTK0525,1,0,a,v,0.125,0.0
MTK0525,1,0,a,a,0.0,
MTK0526,1,0,v,v,0.2857142857142857,0.5
MTK0526,1,0,v,a,0.0,
MTK0526,1,0,a,v,0.125,0.0
MTK0526,1,0,a,a,0.14285714285714285,0.0
MTK0528,1,0,v,v,0.0,
MTK0528,1,0,v,a,0.125,
MTK0528,1,0,a,v,0.0,
MTK0528,1,0,a,a,0.14285714285714285,1.0
MTK0529,1,0,v,v,0.14285714285714285,1.0
MTK0529,1,0,v,a,0.375,0.375
MTK0529,1,0,a,v,0.14285714285714285,1.0
MTK0529,1,0,a,a,0.14285714285714285,1.0
MTK0531,1,0,v,v,0.0,
MTK0531,1,0,v,a,0.0,
MTK0531,1,0,a,v,0.0,
MTK0531,1,0,a,a,0.0,
MTK0532,1,0,v,v,0.5714285714285714,0.6896551724137931
MTK0532,1,0,v,a,0.375,1.0
MTK0532,1,0,a,v,0.14285714285714285,1.0
MTK0532,1,0,a,a,0.42857142857142855,0.27272727272727276
MTK0533,1,0,v,v,0.14285714285714285,0.0
MTK0533,1,0,v,a,0.14285714285714285,1.0
MTK0533,1,0,a,v,0.25,0.0
MTK0533,1,0,a,a,0.0,
MTK0534,1,0,v,v,0.14285714285714285,1.0
MTK0534,1,0,v,a,0.0,
MTK0534,1,0,a,v,0.0,
MTK0534,1,0,a,a,0.0,
MTK0535,1,0,v,v,0.0,
MTK0535,1,0,v,a,0.0,
MTK0535,1,0,a,v,0.25,0.625
MTK0535,1,0,a,a,0.14285714285714285,
MTK0536,1,0,v,v,0.2857142857142857,0.0
MTK0536,1,0,v,a,0.14285714285714285,1.0
MTK0536,1,0,a,v,0.375,0.0
MTK0536,1,0,a,a,0.0,
MTK0538,1,0,v,v,0.2857142857142857,0.0
MTK0538,1,0,v,a,0.0,
MTK0538,1,0,a,v,0.14285714285714285,1.0
MTK0538,1,0,a,a,0.0,
MTK0539,1,0,v,v,0.0,
MTK0539,1,0,v,a,0.0,
MTK0539,1,0,a,v,0.0,
MTK0539,1,0,a,a,0.14285714285714285,0.0
MTK0540,1,0,v,v,0.0,
MTK0540,1,0,v,a,0.0,
MTK0540,1,0,a,v,0.0,
MTK0540,1,0,a,a,0.0,
MTK0542,1,0,v,v,0.0,
MTK0542,1,0,v,a,0.0,
MTK0542,1,0,a,v,0.0,
MTK0542,1,0,a,a,0.14285714285714285,1.0
MTK0543,1,0,v,v,0.2857142857142857,0.0
MTK0543,1,0,v,a,0.0,
MTK0543,1,0,a,v,0.25,0.3333333333333333
MTK0543,1,0,a,a,0.0,
MTK0544,1,0,v,v,0.42857142857142855,0.375
MTK0544,1,0,v,a,0.0,
MTK0544,1,0,a,v,0.0,
MTK0544,1,0,a,a,0.14285714285714285,1.0
MTK0545,1,0,v,v,0.0,
MTK0545,1,0,v,a,0.0,
MTK0545,1,0,a,v,0.25,0.5
MTK0545,1,0,a,a,0.14285714285714285,0.0
MTK0546,1,0,v,v,0.0,
MTK0546,1,0,v,a,0.0,
MTK0546,1,0,a,v,0.0,
MTK0546,1,0,a,a,0.14285714285714285,0.0
MTK0548,1,0,v,v,0.42857142857142855,0.7272727272727273
MTK0548,1,0,v,a,0.2857142857142857,0.0
MTK0548,1,0,a,v,0.0,
MTK0548,1,0,a,a,0.14285714285714285,0.0
MTK0549,1,0,v,v,0.14285714285714285,1.0
MTK0549,1,0,v,a,0.0,
MTK0549,1,0,a,v,0.0,
MTK0549,1,0,a,a,0.14285714285714285,0.0
MTK0550,1,0,v,v,0.14285714285714285,1.0
MTK0550,1,0,v,a,0.14285714285714285,0.0
MTK0550,1,0,a,v,0.0,
MTK0550,1,0,a,a,0.0,
MTK0551,1,0,v,v,0.2857142857142857,0.25
MTK0551,1,0,v,a,0.2857142857142857,0.0
MTK0551,1,0,a,v,0.5,0.3333333333333333
MTK0551,1,0,a,a,0.0,
MTK0553,1,0,v,v,0.14285714285714285,1.0
MTK0553,1,0,v,a,0.125,0.0
MTK0553,1,0,a,v,0.14285714285714285,0.0
MTK0553,1,0,a,a,0.5714285714285714,0.5555555555555556
MTK0555,1,0,v,v,0.0,
MTK0555,1,0,v,a,0.0,
MTK0555,1,0,a,v,0.0,
MTK0555,1,0,a,a,0.0,
MTK0556,1,0,v,v,0.0,
MTK0556,1,0,v,a,0.0,
MTK0556,1,0,a,v,0.0,
MTK0556,1,0,a,a,0.0,
MTK0557,1,0,v,v,0.0,
MTK0557,1,0,v,a,0.16666666666666666,0.0
MTK0557,1,0,a,v,0.0,
MTK0557,1,0,a,a,0.14285714285714285,1.0
MTK0558,1,0,v,v,0.14285714285714285,1.0
MTK0558,1,0,v,a,0.0,
MTK0558,1,0,a,v,0.0,
MTK0558,1,0,a,a,0.0,
MTK0559,1,0,v,v,0.0,
MTK0559,1,0,v,a,0.0,
MTK0559,1,0,a,v,0.0,
MTK0559,1,0,a,a,0.14285714285714285,0.0
MTK0560,1,0,v,v,0.14285714285714285,0.0
MTK0560,1,0,v,a,0.125,0.0
MTK0560,1,0,a,v,0.2,0.0
MTK0560,1,0,a,a,0.14285714285714285,0.0
MTK0561,1,0,v,v,0.0,
MTK0561,1,0,v,a,0.0,
MTK0561,1,0,a,v,0.0,
MTK0561,1,0,a,a,0.14285714285714285,
MTK0563,1,0,v,v,0.0,
MTK0563,1,0,v,a,0.0,
MTK0563,1,0,a,v,0.0,
MTK0563,1,0,a,a,0.0,
MTK0565,1,0,v,v,0.0,
MTK0565,1,0,v,a,0.0,
MTK0565,1,0,a,v,0.0,
MTK0565,1,0,a,a,0.0,
MTK0566,1,0,v,v,0.2857142857142857,0.0
MTK0566,1,0,v,a,0.0,
MTK0566,1,0,a,v,0.25,0.16666666666666669
MTK0566,1,0,a,a,0.0,
MTK0567,1,0,v,v,0.0,
MTK0567,1,0,v,a,0.2,0.0
MTK0567,1,0,a,v,0.0,
MTK0567,1,0,a,a,0.0,
MTK0568,1,0,v,v,0.0,
MTK0568,1,0,v,a,0.0,
MTK0568,1,0,a,v,0.0,
MTK0568,1,0,a,a,0.0,
MTK0572,1,0,v,v,0.2857142857142857,0.0
MTK0572,1,0,v,a,0.0,
MTK0572,1,0,a,v,0.0,
MTK0572,1,0,a,a,0.0,
MTK0573,1,0,v,v,0.2857142857142857,0.4285714285714286
MTK0573,1,0,v,a,0.125,0.0
MTK0573,1,0,a,v,0.2857142857142857,0.0
MTK0573,1,0,a,a,0.14285714285714285,1.0
MTK0574,1,0,v,v,0.0,
MTK0574,1,0,v,a,0.0,
MTK0574,1,0,a,v,0.0,
MTK0574,1,0,a,a,0.2857142857142857,0.0
MTK0575,1,0,v,v,0.0,
MTK0575,1,0,v,a,0.0,
MTK0575,1,0,a,v,0.0,
MTK0575,1,0,a,a,0.0,
MTK0576,1,0,v,v,0.14285714285714285,1.0
MTK0576,1,0,v,a,0.0,
MTK0576,1,0,a,v,0.0,
MTK0576,1,0,a,a,0.0,
MTK0578,1,0,v,v,0.14285714285714285,0.0
MTK0578,1,0,v,a,0.3333333333333333,0.5714285714285715
MTK0578,1,0,a,v,0.0,
MTK0578,1,0,a,a,0.0,
MTK0579,1,0,v,v,0.0,
MTK0579,1,0,v,a,0.375,0.0
MTK0579,1,0,a,v,0.0,
MTK0579,1,0,a,a,0.14285714285714285,0.0
MTK0580,1,0,v,v,0.14285714285714285,0.0
MTK0580,1,0,v,a,0.0,
MTK0580,1,0,a,v,0.0,
MTK0580,1,0,a,a,0.2857142857142857,0.0
MTK0581,1,0,v,v,0.0,
MTK0581,1,0,v,a,0.0,
MTK0581,1,0,a,v,0.125,0.0
MTK0581,1,0,a,a,0.0,
MTK0582,1,0,v,v,0.0,
MTK0582,1,0,v,a,0.0,
MTK0582,1,0,a,v,0.0,
MTK0582,1,0,a,a,0.0,
MTK0583,1,0,v,v,0.0,
MTK0583,1,0,v,a,0.0,
MTK0583,1,0,a,v,0.0,
MTK0583,1,0,a,a,0.0,
MTK0584,1,0,v,v,0.0,
MTK0584,1,0,v,a,0.0,
MTK0584,1,0,a,v,0.0,
MTK0584,1,0,a,a,0.0,
MTK0586,1,0,v,v,0.14285714285714285,0.0
MTK0586,1,0,v,a,0.0,
MTK0586,1,0,a,v,0.0,
MTK0586,1,0,a,a,0.0,
MTK0587,1,0,v,v,0.14285714285714285,0.0
MTK0587,1,0,v,a,0.125,
MTK0587,1,0,a,v,0.42857142857142855,0.28571428571428575
MTK0587,1,0,a,a,0.14285714285714285,0.0
MTK0588,1,0,v,v,0.0,
MTK0588,1,0,v,a,0.0,
MTK0588,1,0,a,v,0.0,
MTK0588,1,0,a,a,0.2857142857142857,0.5555555555555556
MTK0589,1,0,v,v,0.0,
MTK0589,1,0,v,a,0.0,
MTK0589,1,0,a,v,0.125,
MTK0589,1,0,a,a,0.0,
MTK0591,1,0,v,v,0.0,
MTK0591,1,0,v,a,0.2,0.0
MTK0591,1,0,a,v,0.25,0.0
MTK0591,1,0,a,a,0.0,
MTK0592,1,0,v,v,0.14285714285714285,
MTK0592,1,0,v,a,0.0,
MTK0592,1,0,a,v,0.0,
MTK0592,1,0,a,a,0.0,
MTK0593,1,0,v,v,0.0,
MTK0593,1,0,v,a,0.0,
MTK0593,1,0,a,v,0.0,
MTK0593,1,0,a,a,0.14285714285714285,1.0
MTK0595,1,0,v,v,0.0,
MTK0595,1,0,v,a,0.0,
MTK0595,1,0,a,v,0.0,
MTK0595,1,0,a,a,0.0,
MTK0596,1,0,v,v,0.0,
MTK0596,1,0,v,a,0.0,
MTK0596,1,0,a,v,0.0,
MTK0596,1,0,a,a,0.0,
MTK0597,1,0,v,v,0.0,
MTK0597,1,0,v,a,0.0,
MTK0597,1,0,a,v,0.0,
MTK0597,1,0,a,a,0.0,
MTK0598,1,0,v,v,0.0,
MTK0598,1,0,v,a,0.0,
MTK0598,1,0,a,v,0.0,
MTK0598,1,0,a,a,0.0,
MTK0599,1,0,v,v,0.0,
MTK0599,1,0,v,a,0.125,0.0
MTK0599,1,0,a,v,0.0,
MTK0599,1,0,a,a,0.0,
MTK0600,1,0,v,v,0.0,
MTK0600,1,0,v,a,0.0,
MTK0600,1,0,a,v,0.0,
MTK0600,1,0,a,a,0.14285714285714285,0.0
MTK0601,1,0,v,v,0.14285714285714285,1.0
MTK0601,1,0,v,a,0.2857142857142857,0.5
MTK0601,1,0,a,v,0.125,0.0
MTK0601,1,0,a,a,0.2857142857142857,0.5714285714285715
MTK0602,1,0,v,v,0.42857142857142855,0.3333333333333333
MTK0602,1,0,v,a,0.0,
MTK0602,1,0,a,v,0.2,0.0
MTK0602,1,0,a,a,0.42857142857142855,0.19354838709677422
MTK0603,1,0,v,v,0.0,
MTK0603,1,0,v,a,0.0,
MTK0603,1,0,a,v,0.0,
MTK0603,1,0,a,a,0.14285714285714285,0.0
MTK0605,1,0,v,v,0.14285714285714285,0.0
MTK0605,1,0,v,a,0.0,
MTK0605,1,0,a,v,0.125,0.0
MTK0605,1,0,a,a,0.0,
MTK0606,1,0,v,v,0.0,
MTK0606,1,0,v,a,0.14285714285714285,1.0
MTK0606,1,0,a,v,0.0,
MTK0606,1,0,a,a,0.14285714285714285,1.0
MTK0607,1,0,v,v,0.0,
MTK0607,1,0,v,a,0.0,
MTK0607,1,0,a,v,0.0,
MTK0607,1,0,a,a,0.0,
MTK0608,1,0,v,v,0.0,
MTK0608,1,0,v,a,0.125,1.0
MTK0608,1,0,a,v,0.25,0.0
MTK0608,1,0,a,a,0.0,
MTK0610,1,0,v,v,0.0,
MTK0610,1,0,v,a,0.0,
MTK0610,1,0,a,v,0.0,
MTK0610,1,0,a,a,0.0,
MTK0611,1,0,v,v,0.0,
MTK0611,1,0,v,a,0.0,
MTK0611,1,0,a,v,0.0,
MTK0611,1,0,a,a,0.0,
MTK0612,1,0,v,v,0.0,
MTK0612,1,0,v,a,0.0,
MTK0612,1,0,a,v,0.14285714285714285,0.0
MTK0612,1,0,a,a,0.0,
MTK0613,1,0,v,v,0.42857142857142855,0.5714285714285715
MTK0613,1,0,v,a,0.125,0.0
MTK0613,1,0,a,v,0.25,1.0
MTK0613,1,0,a,a,0.0,
MTK0614,1,0,v,v,0.0,
MTK0614,1,0,v,a,0.0,
MTK0614,1,0,a,v,0.0,
MTK0614,1,0,a,a,0.0,
MTK0615,1,0,v,v,0.14285714285714285,0.0
MTK0615,1,0,v,a,0.0,
MTK0615,1,0,a,v,0.25,0.0
MTK0615,1,0,a,a,0.42857142857142855,0.25
MTK0616,1,0,v,v,0.14285714285714285,1.0
MTK0616,1,0,v,a,0.125,0.0
MTK0616,1,0,a,v,0.0,
MTK0616,1,0,a,a,0.14285714285714285,0.0
MTK0617,1,0,v,v,0.0,
MTK0617,1,0,v,a,0.0,
MTK0617,1,0,a,v,0.0,
MTK0617,1,0,a,a,0.2857142857142857,1.0
MTK0618,1,0,v,v,0.2857142857142857,0.2
MTK0618,1,0,v,a,0.0,
MTK0618,1,0,a,v,0.0,
MTK0618,1,0,a,a,0.14285714285714285,0.0
MTK0619,1,0,v,v,0.0,
MTK0619,1,0,v,a,0.125,0.0
MTK0619,1,0,a,v,0.0,
MTK0619,1,0,a,a,0.0,
MTK0620,1,0,v,v,0.14285714285714285,0.0
MTK0620,1,0,v,a,0.0,
MTK0620,1,0,a,v,0.14285714285714285,0.0
MTK0620,1,0,a,a,0.0,
MTK0623,1,0,v,v,0.14285714285714285,1.0
MTK0623,1,0,v,a,0.0,
MTK0623,1,0,a,v,0.0,
MTK0623,1,0,a,a,0.0,
MTK0625,1,0,v,v,0.0,
MTK0625,1,0,v,a,0.0,
MTK0625,1,0,a,v,0.0,
MTK0625,1,0,a,a,0.0,
MTK0626,1,0,v,v,0.0,
MTK0626,1,0,v,a,0.0,
MTK0626,1,0,a,v,0.0,
MTK0626,1,0,a,a,0.14285714285714285,0.0
MTK0627,1,0,v,v,0.0,
MTK0627,1,0,v,a,0.25,0.0
MTK0627,1,0,a,v,0.0,
MTK0627,1,0,a,a,0.14285714285714285,0.0
MTK0628,1,1,v,v,0.14285714285714285,0.0
MTK0628,1,1,v,a,0.125,0.0
MTK0628,1,1,a,v,0.4,0.5
MTK0628,1,1,a,a,0.0,
MTK0629,1,0,v,v,0.0,
MTK0629,1,0,v,a,0.0,
MTK0629,1,0,a,v,0.0,
MTK0629,1,0,a,a,0.0,
MTK0630,1,0,v,v,0.14285714285714285,0.0
MTK0630,1,0,v,a,0.0,
MTK0630,1,0,a,v,0.0,
MTK0630,1,0,a,a,0.0,
MTK0631,1,0,v,v,0.0,
MTK0631,1,0,v,a,0.0,
MTK0631,1,0,a,v,0.0,
MTK0631,1,0,a,a,0.2857142857142857,0.0
MTK0632,1,1,v,v,0.0,
MTK0632,1,1,v,a,0.0,
MTK0632,1,1,a,v,0.0,
MTK0632,1,1,a,a,0.0,
MTK0633,1,0,v,v,0.2857142857142857,1.0
MTK0633,1,0,v,a,0.0,
MTK0633,1,0,a,v,0.125,0.0
MTK0633,1,0,a,a,0.0,
MTK0634,1,0,v,v,0.0,
MTK0634,1,0,v,a,0.0,
MTK0634,1,0,a,v,0.0,
MTK0634,1,0,a,a,0.0,
MTK0635,1,0,v,v,0.14285714285714285,1.0
MTK0635,1,0,v,a,0.0,
MTK0635,1,0,a,v,0.14285714285714285,0.0
MTK0635,1,0,a,a,0.0,
MTK0636,1,0,v,v,0.0,
MTK0636,1,0,v,a,0.0,
MTK0636,1,0,a,v,0.0,
MTK0636,1,0,a,a,0.0,
MTK0637,1,0,v,v,0.0,
MTK0637,1,0,v,a,0.0,
MTK0637,1,0,a,v,0.0,
MTK0637,1,0,a,a,0.0,
MTK0638,1,0,v,v,0.0,
MTK0638,1,0,v,a,0.0,
MTK0638,1,0,a,v,0.0,
MTK0638,1,0,a,a,0.14285714285714285,0.0
MTK0639,1,0,v,v,0.0,
MTK0639,1,0,v,a,0.0,
MTK0639,1,0,a,v,0.125,0.0
MTK0639,1,0,a,a,0.0,
MTK0640,1,0,v,v,0.0,
MTK0640,1,0,v,a,0.0,
MTK0640,1,0,a,v,0.0,
MTK0640,1,0,a,a,0.14285714285714285,0.0
MTK0642,1,0,v,v,0.0,
MTK0642,1,0,v,a,0.0,
MTK0642,1,0,a,v,0.0,
MTK0642,1,0,a,a,0.0,
MTK0643,1,0,v,v,0.0,
MTK0643,1,0,v,a,0.125,0.0
MTK0643,1,0,a,v,0.0,
MTK0643,1,0,a,a,0.0,
MTK0644,1,1,v,v,0.0,
MTK0644,1,1,v,a,0.0,
MTK0644,1,1,a,v,0.0,
MTK0644,1,1,a,a,0.2857142857142857,0.375
MTK0645,1,0,v,v,0.42857142857142855,1.0
MTK0645,1,0,v,a,0.0,
MTK0645,1,0,a,v,0.0,
MTK0645,1,0,a,a,0.0,
MTK0647,1,1,v,v,0.0,
MTK0647,1,1,v,a,0.0,
MTK0647,1,1,a,v,0.0,
MTK0647,1,1,a,a,0.14285714285714285,0.0
MTK0650,1,0,v,v,0.0,
MTK0650,1,0,v,a,0.14285714285714285,0.0
MTK0650,1,0,a,v,0.0,
MTK0650,1,0,a,a,0.0,
MTK0651,1,0,v,v,0.0,
MTK0651,1,0,v,a,0.0,
MTK0651,1,0,a,v,0.0,
MTK0651,1,0,a,a,0.0,
MTK0653,1,0,v,v,0.0,
MTK0653,1,0,v,a,0.125,1.0
MTK0653,1,0,a,v,0.2,0.0
MTK0653,1,0,a,a,0.2857142857142857,0.3333333333333333
MTK0654,1,0,v,v,0.0,
MTK0654,1,0,v,a,0.0,
MTK0654,1,0,a,v,0.0,
MTK0654,1,0,a,a,0.0,
MTK0655,1,0,v,v,0.0,
MTK0655,1,0,v,a,0.0,
MTK0655,1,0,a,v,0.0,
MTK0655,1,0,a,a,0.2857142857142857,0.375
MTK0657,1,0,v,v,0.0,
MTK0657,1,0,v,a,0.0,
MTK0657,1,0,a,v,0.2,0.0
MTK0657,1,0,a,a,0.0,
MTK0659,1,0,v,v,0.0,
MTK0659,1,0,v,a,0.3333333333333333,0.0
MTK0659,1,0,a,v,0.0,
MTK0659,1,0,a,a,0.2857142857142857,0.0
MTK0660,1,0,v,v,0.14285714285714285,0.0
MTK0660,1,0,v,a,0.2857142857142857,0.5
MTK0660,1,0,a,v,0.0,
MTK0660,1,0,a,a,0.14285714285714285,1.0
MTK0661,1,0,v,v,0.0,
MTK0661,1,0,v,a,0.375,0.23076923076923078
MTK0661,1,0,a,v,0.16666666666666666,0.0
MTK0661,1,0,a,a,0.2857142857142857,0.5714285714285715
MTK0665,1,0,v,v,0.42857142857142855,0.5
MTK0665,1,0,v,a,0.0,
MTK0665,1,0,a,v,0.0,
MTK0665,1,0,a,a,0.2857142857142857,0.3333333333333333
MTK0666,1,0,v,v,0.0,
MTK0666,1,0,v,a,0.0,
MTK0666,1,0,a,v,0.0,
MTK0666,1,0,a,a,0.0,
MTK0669,1,0,v,v,0.2857142857142857,0.0
MTK0669,1,0,v,a,0.7142857142857143,0.0
MTK0669,1,0,a,v,0.0,
MTK0669,1,0,a,a,0.5714285714285714,0.0
MTK0670,1,1,v,v,0.2857142857142857,0.0
MTK0670,1,1,v,a,0.0,
MTK0670,1,1,a,v,0.125,0.0
MTK0670,1,1,a,a,0.0,
MTK0671,1,0,v,v,0.0,
MTK0671,1,0,v,a,0.0,
MTK0671,1,0,a,v,0.0,
MTK0671,1,0,a,a,0.0,
MTK0672,1,0,v,v,0.14285714285714285,1.0
MTK0672,1,0,v,a,0.0,
MTK0672,1,0,a,v,0.0,
MTK0672,1,0,a,a,0.0,
MTK0673,1,0,v,v,0.0,
MTK0673,1,0,v,a,0.0,
MTK0673,1,0,a,v,0.0,
MTK0673,1,0,a,a,0.0,
MTK0675,1,0,v,v,0.2857142857142857,0.0
MTK0675,1,0,v,a,0.0,
MTK0675,1,0,a,v,0.25,0.4
MTK0675,1,0,a,a,0.2857142857142857,
MTK0677,1,0,v,v,0.0,
MTK0677,1,0,v,a,0.0,
MTK0677,1,0,a,v,0.2,0.0
MTK0677,1,0,a,a,0.0,
MTK0679,1,0,v,v,0.0,
MTK0679,1,0,v,a,0.25,0.0
MTK0679,1,0,a,v,0.2,0.0
MTK0679,1,0,a,a,0.5714285714285714,0.15789473684210528
MTK0680,1,0,v,v,0.2857142857142857,0.0
MTK0680,1,0,v,a,0.14285714285714285,1.0
MTK0680,1,0,a,v,0.0,
MTK0680,1,0,a,a,0.14285714285714285,1.0
MTK0682,1,1,v,v,0.0,
MTK0682,1,1,v,a,0.0,
MTK0682,1,1,a,v,0.0,
MTK0682,1,1,a,a,0.0,
MTK0683,1,0,v,v,0.0,
MTK0683,1,0,v,a,0.125,0.0
MTK0683,1,0,a,v,0.0,
MTK0683,1,0,a,a,0.0,
MTK0684,1,0,v,v,0.14285714285714285,1.0
MTK0684,1,0,v,a,0.0,
MTK0684,1,0,a,v,0.0,
MTK0684,1,0,a,a,0.0,
MTK0685,1,1,v,v,0.0,
MTK0685,1,1,v,a,0.0,
MTK0685,1,1,a,v,0.0,
MTK0685,1,1,a,a,0.0,
MTK0686,1,1,v,v,0.14285714285714285,1.0
MTK0686,1,1,v,a,0.25,0.4285714285714286
MTK0686,1,1,a,v,0.0,
MTK0686,1,1,a,a,0.0,
MTK0687,1,0,v,v,0.0,
MTK0687,1,0,v,a,0.0,
MTK0687,1,0,a,v,0.0,
MTK0687,1,0,a,a,0.0,
MTK0688,1,1,v,v,0.2857142857142857,0.0
MTK0688,1,1,v,a,0.25,1.0
MTK0688,1,1,a,v,0.7142857142857143,0.32608695652173914
MTK0688,1,1,a,a,0.0,
MTK0689,1,0,v,v,0.14285714285714285,1.0
MTK0689,1,0,v,a,0.0,
MTK0689,1,0,a,v,0.125,0.0
MTK0689,1,0,a,a,0.2857142857142857,0.0
MTK0691,1,0,v,v,0.0,
MTK0691,1,0,v,a,0.0,
MTK0691,1,0,a,v,0.0,
MTK0691,1,0,a,a,0.0,
MTK0692,1,1,v,v,0.2857142857142857,0.4444444444444445
MTK0692,1,1,v,a,0.5,0.48387096774193555
MTK0692,1,1,a,v,0.25,0.5
MTK0692,1,1,a,a,0.0,
MTK0693,1,1,v,v,0.0,
MTK0693,1,1,v,a,0.0,
MTK0693,1,1,a,v,0.125,0.0
MTK0693,1,1,a,a,0.14285714285714285,1.0
MTK0694,1,0,v,v,0.0,
MTK0694,1,0,v,a,0.0,
MTK0694,1,0,a,v,0.0,
MTK0694,1,0,a,a,0.0,
MTK0695,1,0,v,v,0.14285714285714285,0.0
MTK0695,1,0,v,a,0.0,
MTK0695,1,0,a,v,0.0,
MTK0695,1,0,a,a,0.0,
MTK0697,1,0,v,v,0.14285714285714285,0.0
MTK0697,1,0,v,a,0.0,
MTK0697,1,0,a,v,0.0,
MTK0697,1,0,a,a,0.14285714285714285,0.0
MTK0698,1,1,v,v,0.0,
MTK0698,1,1,v,a,0.125,0.0
MTK0698,1,1,a,v,0.0,
MTK0698,1,1,a,a,0.14285714285714285,0.0
MTK0699,1,0,v,v,0.0,
MTK0699,1,0,v,a,0.14285714285714285,0.0
MTK0699,1,0,a,v,0.125,0.0
MTK0699,1,0,a,a,0.2857142857142857,0.5714285714285715
MTK0700,1,0,v,v,0.2857142857142857,1.0
MTK0700,1,0,v,a,0.2857142857142857,0.5
MTK0700,1,0,a,v,0.125,1.0
MTK0700,1,0,a,a,0.14285714285714285,0.0
MTK0703,1,0,v,v,0.2857142857142857,0.0
MTK0703,1,0,v,a,0.42857142857142855,0.0
MTK0703,1,0,a,v,0.125,0.0
MTK0703,1,0,a,a,0.42857142857142855,0.3333333333333333
MTK0704,1,0,v,v,0.0,
MTK0704,1,0,v,a,0.14285714285714285,0.0
MTK0704,1,0,a,v,0.0,
MTK0704,1,0,a,a,0.0,
MTK0705,1,0,v,v,0.0,
MTK0705,1,0,v,a,0.0,
MTK0705,1,0,a,v,0.0,
MTK0705,1,0,a,a,0.0,
MTK0706,1,0,v,v,0.0,
MTK0706,1,0,v,a,0.2857142857142857,0.0
MTK0706,1,0,a,v,0.25,1.0
MTK0706,1,0,a,a,0.0,
MTK0707,1,0,v,v,0.5714285714285714,0.6
MTK0707,1,0,v,a,0.25,0.0
MTK0707,1,0,a,v,0.14285714285714285,0.0
MTK0707,1,0,a,a,0.0,
MTK0710,1,1,v,v,0.14285714285714285,1.0
MTK0710,1,1,v,a,0.0,
MTK0710,1,1,a,v,0.0,
MTK0710,1,1,a,a,0.14285714285714285,0.0
MTK0711,1,0,v,v,0.0,
MTK0711,1,0,v,a,0.0,
MTK0711,1,0,a,v,0.0,
MTK0711,1,0,a,a,0.0,
MTK0715,1,1,v,v,0.0,
MTK0715,1,1,v,a,0.0,
MTK0715,1,1,a,v,0.0,
MTK0715,1,1,a,a,0.14285714285714285,0.0
MTK0717,1,0,v,v,0.14285714285714285,0.0
MTK0717,1,0,v,a,0.125,0.0
MTK0717,1,0,a,v,0.0,
MTK0717,1,0,a,a,0.0,
MTK0718,1,0,v,v,0.0,
MTK0718,1,0,v,a,0.0,
MTK0718,1,0,a,v,0.0,
MTK0718,1,0,a,a,0.0,
MTK0719,1,1,v,v,0.0,
MTK0719,1,1,v,a,0.7142857142857143,0.41860465116279066
MTK0719,1,1,a,v,0.25,1.0
MTK0719,1,1,a,a,0.0,
MTK0721,1,0,v,v,0.8571428571428571,0.0625
MTK0721,1,0,v,a,0.14285714285714285,0.0
MTK0721,1,0,a,v,0.25,0.0
MTK0721,1,0,a,a,0.42857142857142855,0.19354838709677422
MTK0722,1,0,v,v,0.14285714285714285,0.0
MTK0722,1,0,v,a,0.0,
MTK0722,1,0,a,v,0.0,
MTK0722,1,0,a,a,0.0,
MTK0723,1,0,v,v,0.0,
MTK0723,1,0,v,a,0.0,
MTK0723,1,0,a,v,0.0,
MTK0723,1,0,a,a,0.14285714285714285,1.0
MTK0724,1,1,v,v,0.0,
MTK0724,1,1,v,a,0.0,
MTK0724,1,1,a,v,0.0,
MTK0724,1,1,a,a,0.0,
MTK0725,1,0,v,v,0.0,
MTK0725,1,0,v,a,0.0,
MTK0725,1,0,a,v,0.125,1.0
MTK0725,1,0,a,a,0.14285714285714285,0.0
MTK0726,1,0,v,v,0.14285714285714285,1.0
MTK0726,1,0,v,a,0.16666666666666666,1.0
MTK0726,1,0,a,v,0.125,1.0
MTK0726,1,0,a,a,0.0,
MTK0727,1,1,v,v,0.14285714285714285,0.0
MTK0727,1,1,v,a,0.5,0.0
MTK0727,1,1,a,v,0.0,
